"region","innvandringskategori","landbakgrunn","Personer 2010","Personer 2011","Personer 2012","Personer 2013","Personer 2014","Personer 2015","Personer 2016","Personer 2017"
"0213 Ski","Innvandrere","Barbados",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Belize",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Bermuda",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Bonaire, Sint Eustatius og Saba",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","De britiske Jomfruøyene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Canada",9,11,11,11,11,18,21,23
"0213 Ski","Innvandrere","Caymanøyene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Costa Rica",0,0,3,3,3,3,3,0
"0213 Ski","Innvandrere","Cuba",3,3,3,3,4,3,3,3
"0213 Ski","Innvandrere","Curaçao",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Dominica",0,0,0,0,0,3,0,0
"0213 Ski","Innvandrere","Den dominikanske republikk",4,5,6,5,4,4,3,3
"0213 Ski","Innvandrere","El Salvador",0,0,3,0,0,0,0,0
"0213 Ski","Innvandrere","Franske Antiller",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Grenada",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Guadeloupe",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Guatemala",0,0,0,3,3,3,0,0
"0213 Ski","Innvandrere","Haiti",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Honduras",0,0,0,0,0,3,0,0
"0213 Ski","Innvandrere","Jamaica",3,0,0,0,3,3,3,3
"0213 Ski","Innvandrere","Martinique",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Mexico",6,6,6,7,6,7,6,6
"0213 Ski","Innvandrere","Montserrat",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","De nederlandske antillene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Nicaragua",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Panama",0,0,0,3,0,0,0,3
"0213 Ski","Innvandrere","Puerto Rico",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Saint Kitts og Nevis",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Saint Lucia",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Saint Vincent og Grenadinene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Saint-Barthélemy",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Saint-Martin",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Saint-Pierre-et-Miquelon",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Sint Maarten",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Trinidad og Tobago",0,0,0,0,0,3,0,0
"0213 Ski","Innvandrere","Turks- og Caicosøyene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","USA",31,29,30,33,35,38,40,40
"0213 Ski","Innvandrere","Argentina",3,3,3,0,3,3,3,3
"0213 Ski","Innvandrere","Bolivia",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Brasil",15,19,21,22,25,26,30,32
"0213 Ski","Innvandrere","Chile",42,43,40,42,42,41,44,48
"0213 Ski","Innvandrere","Colombia",0,0,3,3,3,3,3,4
"0213 Ski","Innvandrere","Ecuador",3,4,4,5,6,5,5,6
"0213 Ski","Innvandrere","Falklandsøyene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Fransk Guyana",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Guyana",0,0,0,0,0,0,0,3
"0213 Ski","Innvandrere","Paraguay",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Peru",0,0,0,3,0,0,3,3
"0213 Ski","Innvandrere","Surinam",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Uruguay",0,0,0,0,0,0,0,3
"0213 Ski","Innvandrere","Venezuela",3,3,3,0,0,0,0,0
"0213 Ski","Innvandrere","Amerikansk Samoa",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Australia",3,4,5,8,5,5,6,4
"0213 Ski","Innvandrere","Christmasøya",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Cookøyene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Fiji",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Fransk Polynesia",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Guam",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Kiribati",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Kokosøyene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Marshalløyene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Mikronesiaføderasjonen",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Mindre stillehavsøyer (am.)",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Nauru",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","New Zealand",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Niue",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Nord-Marianene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Norfolkøya",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Ny-Caledonia",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Palau",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Papua Ny-Guinea",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Pitcairn",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Salomonøyene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Samoa",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Tokelau",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Tonga",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Tuvalu",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Vanuatu",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Wallis- og Futunaøyene",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Statsløse",0,0,0,0,0,0,0,0
"0213 Ski","Innvandrere","Uoppgitt",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Danmark",103,105,111,108,117,122,113,116
"0214 Ås","Innvandrere","Grønland",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Finland",18,22,21,19,26,27,28,25
"0214 Ås","Innvandrere","Færøyene",3,3,0,3,3,3,3,3
"0214 Ås","Innvandrere","Island",35,42,45,47,48,44,43,42
"0214 Ås","Innvandrere","Sverige",162,166,170,174,184,197,210,220
"0214 Ås","Innvandrere","Albania",3,3,0,3,3,3,0,3
"0214 Ås","Innvandrere","Andorra",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Belgia",0,3,3,3,5,8,7,7
"0214 Ås","Innvandrere","Bosnia-Hercegovina",25,23,21,24,30,29,35,38
"0214 Ås","Innvandrere","Bulgaria",4,4,9,9,11,14,15,10
"0214 Ås","Innvandrere","Estland",5,6,11,11,12,13,14,16
"0214 Ås","Innvandrere","Frankrike",12,21,26,27,20,22,22,24
"0214 Ås","Innvandrere","Gibraltar",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Guernsey",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Hellas",3,5,9,7,10,8,10,10
"0214 Ås","Innvandrere","Hviterussland",0,3,3,3,3,4,5,5
"0214 Ås","Innvandrere","Irland",0,0,0,0,0,3,4,5
"0214 Ås","Innvandrere","Italia",5,5,6,10,12,11,9,14
"0214 Ås","Innvandrere","Jersey",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Kosovo",49,48,49,59,57,66,68,71
"0214 Ås","Innvandrere","Kroatia",13,13,14,13,12,15,10,16
"0214 Ås","Innvandrere","Latvia",7,16,27,30,36,51,52,54
"0214 Ås","Innvandrere","Liechtenstein",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Litauen",29,67,101,118,145,174,187,191
"0214 Ås","Innvandrere","Luxembourg",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Makedonia",7,6,5,9,10,13,15,16
"0214 Ås","Innvandrere","Malta",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Man",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Moldova",0,0,3,3,4,3,3,4
"0214 Ås","Innvandrere","Monaco",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Montenegro",0,0,0,0,0,0,3,3
"0214 Ås","Innvandrere","Nederland",40,43,53,54,49,48,59,65
"0214 Ås","Innvandrere","Polen",204,235,249,275,326,374,431,473
"0214 Ås","Innvandrere","Portugal",0,0,5,4,5,13,10,13
"0214 Ås","Innvandrere","Romania",14,15,17,20,26,40,48,47
"0214 Ås","Innvandrere","Russland",32,38,44,41,50,68,73,67
"0214 Ås","Innvandrere","San Marino",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Serbia",20,18,13,17,15,20,18,24
"0214 Ås","Innvandrere","Serbia og Montenegro",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Slovakia",3,7,11,10,9,7,10,7
"0214 Ås","Innvandrere","Slovenia",0,0,0,3,4,0,0,3
"0214 Ås","Innvandrere","Spania",10,9,16,26,39,48,42,60
"0214 Ås","Innvandrere","Storbritannia",42,43,52,59,63,65,69,73
"0214 Ås","Innvandrere","Sveits",11,12,14,15,15,16,19,19
"0214 Ås","Innvandrere","Tsjekkia",7,8,9,10,10,10,16,16
"0214 Ås","Innvandrere","Tyrkia",28,28,26,25,27,27,33,36
"0214 Ås","Innvandrere","Tyskland",119,122,137,134,141,148,143,139
"0214 Ås","Innvandrere","Ukraina",6,8,10,16,20,25,24,35
"0214 Ås","Innvandrere","Ungarn",16,18,30,33,32,37,46,41
"0214 Ås","Innvandrere","Vatikanstaten",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Østerrike",5,6,12,15,12,11,9,10
"0214 Ås","Innvandrere","Algerie",7,5,3,3,3,4,4,5
"0214 Ås","Innvandrere","Angola",0,3,3,3,3,3,3,3
"0214 Ås","Innvandrere","Benin",0,0,3,0,0,0,0,0
"0214 Ås","Innvandrere","Botswana",3,0,0,3,0,0,0,3
"0214 Ås","Innvandrere","Det britiske territoriet i Indiahavet",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Burkina Faso",0,3,0,3,0,3,0,0
"0214 Ås","Innvandrere","Burundi",0,0,0,0,7,3,3,3
"0214 Ås","Innvandrere","Djibouti",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Egypt",9,7,11,11,11,13,9,9
"0214 Ås","Innvandrere","Ekvatorial-Guinea",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Elfenbeinskysten",0,0,0,0,0,0,3,3
"0214 Ås","Innvandrere","Eritrea",16,24,30,34,60,65,76,71
"0214 Ås","Innvandrere","Etiopia",151,145,120,116,117,134,134,135
"0214 Ås","Innvandrere","Gabon",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Gambia",3,0,3,0,3,3,3,4
"0214 Ås","Innvandrere","Ghana",18,19,18,13,13,14,17,27
"0214 Ås","Innvandrere","Guinea",0,3,0,0,0,3,0,3
"0214 Ås","Innvandrere","Guinea-Bissau",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Kamerun",0,0,4,6,3,0,0,0
"0214 Ås","Innvandrere","Kapp Verde",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Kenya",20,20,20,12,12,18,17,17
"0214 Ås","Innvandrere","Komorene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Kongo",0,0,0,3,4,3,4,5
"0214 Ås","Innvandrere","Kongo-Brazzaville",0,0,0,0,3,0,3,3
"0214 Ås","Innvandrere","Lesotho",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Liberia",7,6,5,9,8,9,10,8
"0214 Ås","Innvandrere","Libya",5,5,7,6,5,3,3,0
"0214 Ås","Innvandrere","Madagaskar",3,0,3,0,3,3,3,3
"0214 Ås","Innvandrere","Malawi",8,8,4,7,8,10,8,7
"0214 Ås","Innvandrere","Mali",3,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Marokko",10,11,11,12,11,17,16,18
"0214 Ås","Innvandrere","Mauritania",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Mauritius",0,0,0,0,0,0,3,0
"0214 Ås","Innvandrere","Mayotte",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Mosambik",5,5,5,5,4,4,6,7
"0214 Ås","Innvandrere","Namibia",0,0,3,3,0,0,0,0
"0214 Ås","Innvandrere","Niger",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Nigeria",0,0,3,3,10,7,12,15
"0214 Ås","Innvandrere","Réunion",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Rwanda",3,3,5,3,7,8,8,5
"0214 Ås","Innvandrere","São Tomé og Príncipe",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Senegal",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Den sentralafrikanske republikk",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Seychellene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Sierra Leone",3,0,3,0,3,0,0,0
"0214 Ås","Innvandrere","Somalia",32,34,43,40,44,46,51,57
"0214 Ås","Innvandrere","St. Helena",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Sudan",8,8,8,9,12,15,16,19
"0214 Ås","Innvandrere","Swaziland",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Sør-Afrika",7,9,10,13,10,10,11,10
"0214 Ås","Innvandrere","Sør-Sudan",0,0,0,0,3,3,6,4
"0214 Ås","Innvandrere","Tanzania",15,16,29,28,29,27,22,17
"0214 Ås","Innvandrere","Togo",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Tsjad",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Tunisia",4,5,4,5,5,5,4,6
"0214 Ås","Innvandrere","Uganda",21,20,19,26,24,21,22,16
"0214 Ås","Innvandrere","Vest-Sahara",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Zambia",3,3,6,4,5,4,6,4
"0214 Ås","Innvandrere","Zimbabwe",3,4,4,3,3,5,3,4
"0214 Ås","Innvandrere","Afghanistan",8,7,13,15,10,14,21,23
"0214 Ås","Innvandrere","Armenia",0,3,3,3,3,4,3,0
"0214 Ås","Innvandrere","Aserbajdsjan",3,4,0,3,3,0,0,0
"0214 Ås","Innvandrere","Bahrain",0,0,0,0,0,0,0,3
"0214 Ås","Innvandrere","Bangladesh",24,25,33,33,30,27,23,17
"0214 Ås","Innvandrere","Bhutan",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Brunei",3,0,0,0,0,0,3,0
"0214 Ås","Innvandrere","Filippinene",46,46,51,58,70,78,73,83
"0214 Ås","Innvandrere","De forente arabiske emirater",0,3,3,0,0,0,0,0
"0214 Ås","Innvandrere","Georgia",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Hongkong",0,0,0,0,3,3,4,4
"0214 Ås","Innvandrere","India",47,51,55,61,62,58,58,65
"0214 Ås","Innvandrere","Indonesia",6,8,7,6,7,7,6,5
"0214 Ås","Innvandrere","Irak",81,79,78,80,76,74,78,86
"0214 Ås","Innvandrere","Iran",56,73,99,96,105,96,91,104
"0214 Ås","Innvandrere","Israel",3,3,4,3,3,3,4,5
"0214 Ås","Innvandrere","Japan",3,4,8,7,6,7,7,7
"0214 Ås","Innvandrere","Jemen",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Jordan",4,3,3,4,4,4,5,5
"0214 Ås","Innvandrere","Kambodsja",0,0,3,0,3,3,0,0
"0214 Ås","Innvandrere","Kasakhstan",13,12,12,11,8,8,8,8
"0214 Ås","Innvandrere","Kina",76,86,114,91,88,92,91,90
"0214 Ås","Innvandrere","Kirgisistan",3,0,3,0,0,0,0,3
"0214 Ås","Innvandrere","Kuwait",0,0,0,0,0,3,3,0
"0214 Ås","Innvandrere","Kypros",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Laos",0,0,0,0,0,0,3,0
"0214 Ås","Innvandrere","Libanon",3,3,0,3,4,5,7,6
"0214 Ås","Innvandrere","Macao",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Malaysia",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Maldivene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Mongolia",4,5,5,4,3,3,3,3
"0214 Ås","Innvandrere","Myanmar",8,8,8,6,6,6,6,7
"0214 Ås","Innvandrere","Nepal",86,111,99,77,60,61,61,56
"0214 Ås","Innvandrere","Nord-Korea",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Oman",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Pakistan",60,59,65,77,66,68,76,76
"0214 Ås","Innvandrere","Palestina",9,9,8,9,8,8,7,5
"0214 Ås","Innvandrere","Qatar",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Saudi-Arabia",0,0,0,0,0,0,3,3
"0214 Ås","Innvandrere","Singapore",0,3,3,4,3,3,3,3
"0214 Ås","Innvandrere","Sri Lanka",21,17,17,16,19,19,22,23
"0214 Ås","Innvandrere","Syria",5,8,8,14,16,21,34,39
"0214 Ås","Innvandrere","Sør-Korea",0,0,0,0,0,0,3,3
"0214 Ås","Innvandrere","Tadsjikistan",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Taiwan",0,3,0,3,0,0,0,0
"0214 Ås","Innvandrere","Thailand",25,27,28,34,33,39,49,44
"0214 Ås","Innvandrere","Turkmenistan",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Usbekistan",0,0,5,0,3,3,0,3
"0214 Ås","Innvandrere","Vietnam",36,40,42,48,43,42,46,45
"0214 Ås","Innvandrere","Øst-Timor",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","De amerikanske Jomfruøyene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Anguilla",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Antigua og Barbuda",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Aruba",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Bahamas",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Barbados",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Belize",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Bermuda",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Bonaire, Sint Eustatius og Saba",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","De britiske Jomfruøyene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Canada",11,8,9,10,14,14,21,22
"0214 Ås","Innvandrere","Caymanøyene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Costa Rica",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Cuba",3,3,3,4,5,3,3,3
"0214 Ås","Innvandrere","Curaçao",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Dominica",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Den dominikanske republikk",3,3,3,3,4,5,4,3
"0214 Ås","Innvandrere","El Salvador",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Franske Antiller",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Grenada",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Guadeloupe",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Guatemala",3,3,3,4,3,3,0,0
"0214 Ås","Innvandrere","Haiti",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Honduras",0,0,0,0,0,3,0,0
"0214 Ås","Innvandrere","Jamaica",0,3,0,3,3,0,0,3
"0214 Ås","Innvandrere","Martinique",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Mexico",3,0,6,5,6,8,8,7
"0214 Ås","Innvandrere","Montserrat",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","De nederlandske antillene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Nicaragua",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Panama",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Puerto Rico",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Saint Kitts og Nevis",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Saint Lucia",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Saint Vincent og Grenadinene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Saint-Barthélemy",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Saint-Martin",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Saint-Pierre-et-Miquelon",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Sint Maarten",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Trinidad og Tobago",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Turks- og Caicosøyene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","USA",51,48,58,55,55,64,69,77
"0214 Ås","Innvandrere","Argentina",4,3,3,3,5,5,4,3
"0214 Ås","Innvandrere","Bolivia",0,0,0,0,0,0,3,0
"0214 Ås","Innvandrere","Brasil",15,11,14,15,16,28,15,14
"0214 Ås","Innvandrere","Chile",48,50,49,42,43,43,42,41
"0214 Ås","Innvandrere","Colombia",6,7,9,8,9,8,12,14
"0214 Ås","Innvandrere","Ecuador",3,3,3,5,3,3,3,3
"0214 Ås","Innvandrere","Falklandsøyene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Fransk Guyana",0,0,0,0,0,0,3,0
"0214 Ås","Innvandrere","Guyana",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Paraguay",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Peru",6,7,6,4,4,3,4,5
"0214 Ås","Innvandrere","Surinam",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Uruguay",0,0,0,0,0,3,3,3
"0214 Ås","Innvandrere","Venezuela",0,0,0,0,0,0,4,4
"0214 Ås","Innvandrere","Amerikansk Samoa",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Australia",7,7,9,11,12,13,13,12
"0214 Ås","Innvandrere","Christmasøya",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Cookøyene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Fiji",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Fransk Polynesia",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Guam",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Kiribati",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Kokosøyene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Marshalløyene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Mikronesiaføderasjonen",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Mindre stillehavsøyer (am.)",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Nauru",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","New Zealand",3,3,4,5,5,4,5,5
"0214 Ås","Innvandrere","Niue",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Nord-Marianene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Norfolkøya",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Ny-Caledonia",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Palau",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Papua Ny-Guinea",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Pitcairn",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Salomonøyene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Samoa",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Tokelau",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Tonga",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Tuvalu",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Vanuatu",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Wallis- og Futunaøyene",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Statsløse",0,0,0,0,0,0,0,0
"0214 Ås","Innvandrere","Uoppgitt",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Danmark",110,118,122,118,112,116,118,123
"0215 Frogn","Innvandrere","Grønland",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Finland",13,14,18,18,19,19,18,17
"0215 Frogn","Innvandrere","Færøyene",0,0,0,0,3,3,3,3
"0215 Frogn","Innvandrere","Island",8,18,5,5,10,14,14,16
"0215 Frogn","Innvandrere","Sverige",139,140,148,172,176,177,189,178
"0215 Frogn","Innvandrere","Albania",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Andorra",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Belgia",0,0,0,3,0,3,3,0
"0215 Frogn","Innvandrere","Bosnia-Hercegovina",34,30,30,33,33,34,33,35
"0215 Frogn","Innvandrere","Bulgaria",0,0,3,5,7,5,8,16
"0215 Frogn","Innvandrere","Estland",8,7,8,12,17,11,14,15
"0215 Frogn","Innvandrere","Frankrike",7,6,8,9,10,13,10,12
"0215 Frogn","Innvandrere","Gibraltar",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Guernsey",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Hellas",3,3,3,3,3,0,3,3
"0215 Frogn","Innvandrere","Hviterussland",5,4,4,4,4,4,0,0
"0215 Frogn","Innvandrere","Irland",3,3,4,4,5,5,5,5
"0215 Frogn","Innvandrere","Italia",3,3,3,3,5,6,8,8
"0215 Frogn","Innvandrere","Jersey",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Kosovo",19,20,19,18,17,18,22,22
"0215 Frogn","Innvandrere","Kroatia",5,4,5,6,6,6,10,12
"0215 Frogn","Innvandrere","Latvia",8,8,14,17,18,25,23,21
"0215 Frogn","Innvandrere","Liechtenstein",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Litauen",13,18,37,58,64,75,92,99
"0215 Frogn","Innvandrere","Luxembourg",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Makedonia",6,5,5,3,3,3,3,3
"0215 Frogn","Innvandrere","Malta",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Man",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Moldova",0,3,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Monaco",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Montenegro",3,3,3,3,3,0,0,3
"0215 Frogn","Innvandrere","Nederland",32,33,32,33,35,32,35,35
"0215 Frogn","Innvandrere","Polen",97,115,158,169,172,182,194,188
"0215 Frogn","Innvandrere","Portugal",0,3,3,3,3,3,5,3
"0215 Frogn","Innvandrere","Romania",7,4,5,10,10,17,11,15
"0215 Frogn","Innvandrere","Russland",21,14,13,17,15,17,21,20
"0215 Frogn","Innvandrere","San Marino",0,0,0,0,0,0,0,0
"0215 Frogn","Innvandrere","Serbia",6,7,8,8,5,4,6,7
"0215 Frogn","Innvandrere","Serbia og Montenegro",0,0,0,0,0,0,0,0
